Survived,Pclass,Sex,Age,HasCabin,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Fare_log,FamilySize,IsAlone
0,3,0,25.0,0,True,False,False,True,False,False,2.169053700369523,1,1
1,3,0,24.0,0,False,True,False,True,False,False,2.0969990034181696,1,1
1,3,1,21.5,1,False,False,True,False,False,False,3.1509523813392697,3,0
0,3,0,45.0,0,False,True,False,True,False,False,2.076311648670908,1,1
0,3,0,33.0,0,False,False,False,True,False,False,2.1855792552411137,1,1
0,3,0,20.0,0,False,True,False,True,False,False,2.0856720914304723,1,1
0,3,1,47.0,0,False,True,False,False,True,False,2.740840023925201,2,0
1,2,1,29.0,0,False,True,False,False,True,False,3.295836866004329,2,0
0,2,0,25.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,2,0,23.0,0,False,False,False,True,False,False,2.775447133088262,1,1
1,1,1,19.0,1,False,True,True,False,False,False,3.3062747934011893,3,0
0,1,0,37.0,1,False,True,False,True,False,False,3.9908341858524357,2,0
0,3,0,16.0,0,False,True,False,True,False,False,2.3240236363515288,1,1
0,1,0,24.0,1,False,False,False,True,False,False,4.384523514872469,1,1
0,3,1,21.5,0,False,False,False,False,True,False,2.7878344138303452,3,0
1,3,1,22.0,0,False,True,True,False,False,False,2.169053700369523,1,1
1,3,1,24.0,0,False,True,False,False,True,False,2.8243506567983707,2,0
0,3,0,19.0,0,True,False,False,True,False,False,2.0476928433652555,1,1
0,2,0,18.0,0,False,True,False,True,False,False,2.5257286443082556,1,1
0,2,0,19.0,0,False,True,False,True,False,False,3.6309854756950335,3,0
1,3,0,27.0,0,False,True,False,True,False,False,2.174274334826008,1,1
0,3,1,9.0,0,False,True,True,False,False,False,3.5660053559634015,5,0
0,2,0,36.5,1,False,True,False,True,False,False,3.295836866004329,3,0
0,2,0,42.0,0,False,True,False,False,False,True,2.6390573296152584,1,1
0,2,0,51.0,0,False,True,False,False,False,True,2.6045398247325453,1,1
1,1,1,22.0,1,False,True,False,False,True,False,4.213607983048918,2,0
0,3,0,55.5,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,3,0,40.5,0,False,True,False,True,False,False,2.740840023925201,3,0
0,3,0,25.0,0,False,True,False,True,False,False,2.1177604059819726,1,1
0,1,0,51.0,0,False,False,False,True,False,False,4.133231886474144,2,0
1,3,1,16.0,0,True,False,True,False,False,False,2.167143305297764,1,1
0,3,0,30.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,3,0,25.0,0,False,True,False,True,False,False,2.2682524139135403,1,1
0,3,0,25.0,0,False,True,False,False,False,False,4.256321678298823,11,0
0,3,0,44.0,0,False,True,False,True,False,False,2.8390784635086144,2,0
1,2,1,40.0,0,False,True,False,False,True,False,2.8183982582710754,1,1
0,3,0,26.0,0,False,True,False,True,False,False,2.1719067693519296,1,1
0,3,0,17.0,0,False,True,False,True,False,False,2.2682524139135403,1,1
0,3,0,1.0,0,False,True,False,False,False,False,3.705920919968788,6,0
1,3,0,9.0,0,False,True,False,False,False,False,3.0692150503137943,3,0
1,1,1,35.0,1,False,True,False,False,True,False,4.02535169073515,2,0
0,3,1,45.0,0,False,True,False,False,True,False,3.3638415951183864,6,0
0,1,0,40.0,0,False,True,False,True,False,False,3.2930552230424524,1,1
0,3,0,28.0,0,False,True,False,True,False,False,4.05171190165724,1,1
0,1,0,61.0,1,False,True,False,True,False,False,3.5409593240373143,1,1
0,3,0,4.0,0,True,False,False,False,False,False,3.405355391810819,6,0
1,3,1,1.0,0,False,True,True,False,False,False,2.495953738718064,3,0
0,3,0,21.0,0,False,True,False,True,False,False,2.188856327665703,1,1
0,1,0,56.0,1,False,False,False,True,False,False,3.4561841799918147,1,1
0,3,0,18.0,0,False,True,False,True,False,False,2.180891922715322,3,0
0,3,0,25.0,0,False,True,False,False,False,False,3.275887339030031,5,0
0,1,1,50.0,1,False,False,True,False,False,False,3.391567832686312,1,1
0,2,0,30.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,3,0,36.0,0,False,True,False,True,False,False,0.0,1,1
0,3,1,21.5,0,False,True,True,False,False,False,4.256321678298823,11,0
0,2,0,30.0,0,False,False,False,True,False,False,2.775708849576025,1,1
0,3,0,9.0,0,False,True,False,False,False,False,3.4777725458882283,7,0
1,2,0,1.0,1,False,True,False,False,False,False,3.6888794541139363,4,0
1,3,1,4.0,0,False,True,True,False,False,False,3.1365805821413706,3,0
0,1,0,40.0,1,False,True,False,True,False,False,3.9318256327243257,1,1
1,3,1,21.5,0,True,False,False,False,True,False,2.803360380906535,2,0
1,1,0,45.0,0,False,True,False,True,False,False,3.3160025355989236,1,1
0,3,0,40.0,0,True,False,False,True,False,False,2.803360380906535,3,0
0,3,0,36.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
1,2,1,32.0,0,False,True,False,False,True,False,2.6390573296152584,1,1
0,2,0,19.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
1,3,1,19.0,0,False,True,True,False,False,False,2.180891922715322,2,0
1,2,0,3.0,1,False,True,False,False,False,False,3.295836866004329,3,0
1,1,1,44.0,1,False,False,False,False,True,False,3.357621598945279,1,1
1,1,1,58.0,1,False,False,True,False,False,False,4.993969182787072,1,1
0,3,0,25.0,0,True,False,False,True,False,False,2.169053700369523,1,1
0,3,0,42.0,0,False,True,False,True,False,False,2.2411563979973974,2,0
1,3,1,21.5,0,True,False,True,False,False,False,2.169053700369523,1,1
0,2,1,24.0,0,False,True,True,False,False,False,2.6390573296152584,1,1
0,3,0,28.0,0,False,True,False,True,False,False,2.3513752571634776,1,1
0,3,0,25.0,0,False,True,False,True,False,False,4.256321678298823,11,0
0,3,0,34.0,0,False,True,False,True,False,False,2.0143428636837015,1,1
0,3,0,45.5,0,False,False,False,True,False,False,2.1071782966514356,1,1
1,3,0,18.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,3,1,2.0,1,False,True,True,False,False,False,2.4390808375825834,2,0
0,3,0,32.0,0,False,True,False,True,False,False,2.8243506567983707,2,0
1,3,0,26.0,0,False,False,False,True,False,False,2.9850504252071306,1,1
1,3,1,16.0,0,True,False,True,False,False,False,2.169053700369523,1,1
1,1,0,40.0,1,False,False,False,True,False,False,3.4657359027997265,1,1
0,3,0,24.0,0,False,True,False,True,False,False,2.0856720914304723,1,1
1,2,1,35.0,0,False,True,True,False,False,False,3.091042453358316,1,1
0,3,0,22.0,0,False,True,False,True,False,False,2.1102132003465894,1,1
0,2,0,30.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,3,0,25.0,0,True,False,False,True,False,False,2.169053700369523,2,0
1,1,1,31.0,1,False,False,True,False,False,False,4.738607824217808,2,0
1,3,1,27.0,0,False,True,True,False,False,False,2.188856327665703,1,1
0,2,0,42.0,0,False,True,False,True,False,False,3.332204510175204,2,0
1,1,1,32.0,1,False,False,True,False,False,False,4.347586575960343,1,1
0,2,0,30.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
1,3,0,16.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,2,0,27.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,3,0,51.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,3,0,25.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
1,1,0,38.0,1,False,True,False,True,False,False,4.51085950651685,2,0
0,3,0,22.0,0,False,True,False,True,False,False,2.336986519711378,1,1
1,2,0,19.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
0,3,0,20.5,0,False,True,False,True,False,False,2.1102132003465894,1,1
0,2,0,18.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,3,1,21.5,0,False,True,True,False,False,False,3.275887339030031,5,0
1,1,1,35.0,1,False,True,False,False,True,False,4.436455632600354,2,0
0,3,0,29.0,0,False,True,False,True,False,False,2.1719067693519296,1,1
0,2,0,59.0,0,False,True,False,True,False,False,2.6741486494265287,1,1
1,3,1,5.0,0,False,True,True,False,False,False,3.4777725458882283,7,0
0,2,0,24.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
0,3,1,21.5,0,False,True,True,False,False,False,2.145931282948669,1,1
0,2,0,44.0,0,False,True,False,True,False,False,3.295836866004329,2,0
1,2,1,8.0,0,False,True,True,False,False,False,3.305053521109253,3,0
0,2,0,19.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
0,2,0,33.0,0,False,True,False,True,False,False,2.5858825671280026,1,1
0,3,1,21.5,0,False,False,True,False,False,False,2.737880811060884,2,0
1,3,1,21.5,0,True,False,True,False,False,False,2.803360380906535,2,0
0,2,0,29.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
0,3,0,22.0,0,False,True,False,True,False,False,2.094945728215801,1,1
0,3,0,30.0,0,False,False,False,True,False,False,2.1071782966514356,1,1
0,1,0,44.0,1,True,False,False,False,False,True,4.51085950651685,3,0
0,3,1,25.0,0,False,True,True,False,False,False,2.1719067693519296,1,1
1,2,1,24.0,0,False,True,False,False,True,False,2.740840023925201,3,0
1,1,0,37.0,1,False,True,False,True,False,False,3.9806942251907276,3,0
0,2,0,54.0,0,False,True,False,False,False,True,3.295836866004329,2,0
0,3,0,25.0,0,False,True,False,True,False,False,2.1102132003465894,1,1
0,3,1,29.0,1,False,True,False,False,True,False,2.4390808375825834,3,0
0,1,0,62.0,1,False,True,False,True,False,False,3.3160025355989236,1,1
0,3,0,30.0,0,False,True,False,True,False,False,2.8390784635086144,2,0
0,3,1,41.0,0,False,True,False,False,True,False,3.0545906305603445,3,0
1,3,1,29.0,0,False,False,False,False,True,False,2.7878344138303452,3,0
1,1,1,35.0,0,False,False,False,False,True,False,4.384523514872469,1,1
1,1,1,30.0,1,False,True,True,False,False,False,4.471638793363569,1,1
1,1,1,35.0,0,False,False,True,False,False,False,6.240917354759096,1,1
1,2,1,50.0,0,False,True,False,False,True,False,3.295836866004329,2,0
0,3,0,25.0,0,True,False,False,True,False,False,2.169053700369523,1,1
1,3,0,3.0,0,False,True,False,False,False,False,3.4777725458882283,7,0
0,1,0,52.0,1,False,True,False,True,False,False,4.390118804571218,3,0
0,1,0,40.0,1,False,True,False,True,False,False,0.0,1,1
0,3,1,21.5,0,True,False,True,False,False,False,2.169053700369523,1,1
0,2,0,36.0,0,False,True,False,True,False,False,2.4423470353692043,1,1
0,3,0,16.0,0,False,True,False,True,False,False,3.705920919968788,6,0
1,3,0,25.0,0,False,True,False,True,False,False,2.1719067693519296,2,0
1,1,1,58.0,1,False,True,False,False,True,False,5.039951348430309,2,0
1,1,1,35.0,1,False,True,True,False,False,False,4.91730069488021,1,1
0,1,0,40.0,0,False,True,False,True,False,False,3.4657359027997265,1,1
1,3,0,25.0,0,False,True,False,True,False,False,0.0,1,1
1,2,1,41.0,0,False,True,False,False,True,False,3.0204248861443626,2,0
0,1,0,37.0,1,False,False,False,True,False,False,3.4242626545931514,2,0
1,3,1,21.5,0,True,False,True,False,False,False,2.169053700369523,1,1
1,1,1,63.0,1,False,True,True,False,False,False,4.368919865004903,2,0
0,3,1,45.0,0,False,True,True,False,False,False,2.169053700369523,1,1
0,2,0,30.0,0,False,True,False,True,False,False,0.0,1,1
0,3,0,7.0,0,True,False,False,False,False,False,3.405355391810819,6,0
1,3,1,35.0,0,False,True,False,False,True,False,3.056356895370426,3,0
0,3,0,65.0,0,True,False,False,True,False,False,2.169053700369523,1,1
0,3,0,28.0,0,False,True,False,True,False,False,2.180891922715322,1,1
0,3,0,16.0,0,False,True,False,True,False,False,2.3513752571634776,1,1
1,3,0,19.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,1,0,40.0,1,False,True,False,True,False,False,3.295836866004329,1,1
0,3,0,33.0,0,False,False,False,True,False,False,2.2682524139135403,1,1
1,3,0,30.0,0,False,True,False,True,False,False,2.3513752571634776,1,1
0,3,0,22.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
1,2,0,42.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
1,3,1,22.0,0,True,False,True,False,False,False,2.169053700369523,1,1
1,1,1,26.0,0,False,True,True,False,False,False,4.380149874661021,1,1
1,1,1,19.0,1,False,False,False,False,True,False,4.5226490762785785,2,0
0,2,0,36.0,1,False,False,False,True,False,False,2.630088659632498,1,1
0,3,1,24.0,0,False,True,True,False,False,False,2.2874714551839976,1,1
0,3,0,24.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
0,1,0,40.0,0,False,False,False,True,False,False,3.357621598945279,1,1
0,3,0,23.5,0,False,False,False,True,False,False,2.1076888046179385,1,1
0,1,1,2.0,1,False,True,True,False,False,False,5.027492411162679,4,0
1,1,0,40.0,1,False,True,False,True,False,False,3.449987545831587,1,1
1,1,1,50.0,1,False,False,False,False,True,False,5.515526544247129,2,0
1,3,1,21.5,0,True,False,True,False,False,False,2.169053700369523,1,1
1,3,0,25.0,0,True,False,False,True,False,False,3.188416617383492,3,0
0,3,0,19.0,0,False,True,False,True,False,False,0.0,1,1
1,2,1,28.0,1,True,False,True,False,False,False,2.5915163848462583,1,1
0,3,0,25.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
1,1,0,0.92,1,False,True,False,False,False,False,5.027492411162679,4,0
1,1,1,35.0,0,False,False,True,False,False,False,4.717456363787216,1,1
1,1,1,17.0,1,False,False,False,False,True,False,4.699570861409576,2,0
0,2,0,30.0,0,False,False,False,True,False,False,3.2188758248682006,2,0
1,1,1,30.0,1,False,False,True,False,False,False,4.0592215752427645,1,1
1,1,1,24.0,1,False,False,True,False,False,False,4.432699549165613,1,1
1,1,1,18.0,1,False,False,True,False,False,False,5.5735788721243535,5,0
0,2,1,26.0,0,False,True,False,False,True,False,3.295836866004329,3,0
0,3,0,28.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
0,2,0,43.0,0,False,True,False,True,False,False,3.305053521109253,3,0
1,3,1,26.0,0,False,True,True,False,False,False,2.180891922715322,1,1
1,2,1,24.0,0,False,True,False,False,True,False,3.295836866004329,2,0
0,2,0,54.0,0,False,True,False,False,False,True,2.70805020110221,1,1
1,1,1,31.0,1,False,True,True,False,False,False,5.11118445372147,3,0
1,1,1,40.0,1,False,False,False,False,True,False,4.908971640319756,3,0
0,3,0,22.0,0,False,True,False,True,False,False,2.1102132003465894,1,1
0,3,0,27.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
1,2,1,30.0,0,True,False,True,False,False,False,2.5915163848462583,1,1
1,2,1,22.0,0,False,True,False,False,True,False,3.4011973816621555,3,0
0,3,0,25.0,0,False,True,False,True,False,False,4.256321678298823,11,0
1,1,1,36.0,1,False,False,True,False,False,False,4.91730069488021,1,1
0,3,0,61.0,0,False,True,False,True,False,False,1.9792758428991135,1,1
1,2,1,36.0,1,False,True,False,False,True,False,2.6390573296152584,1,1
1,3,1,31.0,0,False,True,False,False,True,False,3.0692150503137943,3,0
1,1,1,16.0,1,False,False,True,False,False,False,4.077184839375167,2,0
1,3,1,21.5,0,True,False,True,False,False,False,3.188416617383492,3,0
0,1,0,45.5,1,False,True,False,True,False,False,3.3843902633457743,1,1
0,1,0,38.0,1,False,True,False,True,False,False,5.039951348430309,2,0
0,3,0,16.0,0,False,True,False,True,False,False,2.9444389791664403,3,0
1,1,1,35.0,0,False,True,False,False,True,False,4.902678819257608,2,0
0,3,0,25.0,0,False,True,False,True,False,False,2.1855792552411137,1,1
0,1,0,29.0,1,False,True,False,True,False,False,4.213607983048918,2,0
1,1,1,41.0,1,False,False,True,False,False,False,4.908971640319756,1,1
1,3,0,45.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,1,0,45.0,1,False,True,False,True,False,False,3.597312260588446,1,1
1,2,0,2.0,1,False,True,False,False,False,False,3.295836866004329,3,0
1,1,1,24.0,1,False,True,True,False,False,False,5.575949103146316,6,0
0,2,0,28.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,2,0,25.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
0,2,0,36.0,0,False,True,False,True,False,False,2.6390573296152584,1,1
1,2,1,24.0,1,False,True,True,False,False,False,2.6390573296152584,1,1
1,2,1,40.0,0,False,True,True,False,False,False,2.6390573296152584,1,1
1,3,1,21.5,0,False,True,False,False,True,False,2.8390784635086144,2,0
1,3,0,3.0,0,False,True,False,False,False,False,2.8273136219290276,3,0
0,3,0,42.0,0,False,True,False,True,False,False,2.2682524139135403,1,1
0,3,0,23.0,0,False,True,False,True,False,False,2.3248357019288655,1,1
0,1,0,40.0,1,False,True,False,True,False,False,3.58351893845611,1,1
0,3,0,15.0,0,False,False,False,True,False,False,2.1076888046179385,3,0
0,3,0,25.0,0,False,True,False,True,False,False,2.9338568698359038,2,0
0,3,0,25.0,0,False,False,False,True,False,False,2.1071782966514356,1,1
0,3,0,28.0,0,False,True,False,True,False,False,2.3513752571634776,1,1
1,1,1,22.0,1,False,True,True,False,False,False,4.02535169073515,2,0
0,2,1,38.0,0,False,True,True,False,False,False,2.6390573296152584,1,1
1,3,1,21.5,0,True,False,True,False,False,False,2.1837114628556327,1,1
1,3,1,21.5,0,True,False,True,False,False,False,2.1837114628556327,1,1
0,3,0,40.0,0,False,True,False,True,False,False,3.3638415951183864,6,0
0,2,0,29.0,0,False,False,False,True,False,False,3.357621598945279,2,0
0,3,1,45.0,0,False,False,False,False,True,False,2.737880811060884,2,0
0,3,0,35.0,0,False,True,False,True,False,False,2.0856720914304723,1,1
0,3,0,25.0,0,True,False,False,True,False,False,2.803360380906535,2,0
0,3,0,30.0,0,False,True,False,True,False,False,2.1102132003465894,1,1
1,1,1,60.0,1,False,False,False,False,True,False,4.334017415487521,2,0
1,3,1,21.5,0,False,False,False,False,True,False,2.1076888046179385,1,1
1,3,1,21.5,0,True,False,True,False,False,False,2.169053700369523,1,1
1,1,1,24.0,1,False,False,False,False,True,False,4.252771798816619,1,1
1,1,0,25.0,1,False,False,False,True,False,False,4.0332082470129285,2,0
0,3,0,18.0,0,False,True,False,True,False,False,2.0143428636837015,2,0
0,3,0,19.0,0,False,True,False,True,False,False,2.2027647577118348,1,1
0,1,0,22.0,0,False,False,False,True,False,False,4.91730069488021,1,1
0,3,1,3.0,0,False,True,True,False,False,False,3.0944457464900235,5,0
1,1,1,35.0,0,False,False,False,False,True,False,4.420896324687287,2,0
1,3,1,22.0,0,False,True,True,False,False,False,2.1102132003465894,1,1
0,1,0,27.0,1,False,False,False,True,False,False,5.358941988364472,3,0
0,3,0,20.0,0,False,False,False,True,False,False,1.6119347926326877,1,1
